,city,date,fare,ride_id,driver_count,type,,,,,,,
1889,West Hannah,4/23/2018 4:56,47.08,6.28E+12,12,Suburban,,,,,,,
1890,Nicolechester,1/7/2018 10:41,27.44,1.92E+12,19,Suburban,,,,,,,
1891,Barronchester,2/18/2018 18:35,42.32,3.49E+12,11,Suburban,,,,,,,
1892,North Timothy,5/7/2018 14:00,26.3,4.91E+12,7,Suburban,,,,,,,
1893,East Aaronbury,4/8/2018 18:59,21.29,6.31E+11,7,Suburban,,,,,,,
1894,Bethanyland,3/26/2018 18:27,24.27,7.25E+12,22,Suburban,,,,,,,
1895,East Danielview,5/3/2018 18:09,48.24,3.33E+12,22,Suburban,,,,,,,
1896,New Olivia,1/3/2018 9:58,38.31,93262977180,20,Suburban,,,,,,,
1897,Rodriguezview,1/9/2018 11:55,29.19,38504866921,20,Suburban,,,,,,,
1898,Victoriaport,2/27/2018 17:13,44.91,6.93E+12,16,Suburban,,,,,,,
1899,North Jeffrey,1/23/2018 23:42,27.11,6.33E+12,11,Suburban,,,,,,,
1900,New Olivia,2/6/2018 20:39,13.03,1.38E+12,20,Suburban,,,,,,,
1901,East Danielview,2/28/2018 20:26,42.71,2.32E+12,22,Suburban,,,,,,,
1902,Bethanyland,2/18/2018 9:31,38.8,9.38E+12,22,Suburban,,,,,,,
1903,Colemanland,2/1/2018 20:59,16.11,7.60E+12,23,Suburban,,,,,,,
1904,Grayville,2/26/2018 12:59,12.64,5.44E+11,2,Suburban,,,,,,,
1905,Nicolechester,3/14/2018 1:22,47.93,4.42E+12,19,Suburban,,,,,,,
1906,Bethanyland,2/3/2018 5:47,22.82,9.68E+12,22,Suburban,,,,,,,
1907,Nicolechester,1/12/2018 22:48,30.79,9.52E+12,19,Suburban,,,,,,,
1908,Port Shane,4/24/2018 10:06,45.92,5.39E+12,7,Suburban,,,,,,,
1909,Brandonfort,5/3/2018 2:01,41.62,3.18E+12,10,Suburban,,,,,,,
1910,West Kimmouth,4/15/2018 19:22,27.16,8.18E+12,4,Suburban,,,,,,,
1911,Williamsonville,1/30/2018 5:20,36.81,8.09E+12,2,Suburban,,,,,,,
1912,Josephside,4/2/2018 12:23,49.33,4.83E+11,25,Suburban,,,,,,,
1913,Josephside,2/17/2018 23:01,38.24,1.25E+12,25,Suburban,,,,,,,
1914,Mezachester,4/1/2018 0:02,24.4,8.96E+12,14,Suburban,,,,,,,
1915,Josephside,1/18/2018 10:21,14.75,6.14E+12,25,Suburban,,,,,,,
1916,North Richardhaven,4/4/2018 21:05,23.79,1.15E+12,1,Suburban,,,,,,,
1917,Bethanyland,2/8/2018 19:50,28.27,5.52E+12,22,Suburban,,,,,,,
1918,Lake Scott,1/24/2018 19:21,47.83,6.81E+12,23,Suburban,,,,,,,
1919,East Danielview,2/19/2018 4:44,31.72,7.45E+12,22,Suburban,,,,,,,
1920,East Aaronbury,2/24/2018 16:37,36.88,9.78E+12,7,Suburban,,,,,,,
1921,Sotoville,3/28/2018 19:16,34.03,4.00E+12,10,Suburban,,,,,,,
1922,Lewishaven,1/18/2018 4:09,32.13,2.82E+12,23,Suburban,,,,,,,
1923,Josephside,4/1/2018 3:46,23.73,6.12E+12,25,Suburban,,,,,,,
1924,Nicolechester,2/4/2018 9:41,49.21,4.28E+12,19,Suburban,,,,,,,
1925,Josephside,3/7/2018 2:22,39.17,6.54E+12,25,Suburban,,,,,,,
1926,East Kentstad,5/7/2018 13:29,38.74,41356844955,20,Suburban,,,,,,,
1927,Colemanland,2/28/2018 21:02,35.07,8.31E+12,23,Suburban,,,,,,,
1928,Lewishaven,2/22/2018 14:40,20.35,3.26E+12,23,Suburban,,,,,,,
1929,Lake Robertside,4/2/2018 8:53,21.31,4.63E+12,4,Suburban,,,,,,,
1930,Lake Scott,3/16/2018 23:48,28.99,6.20E+12,23,Suburban,,,,,,,
1931,Josephside,5/2/2018 15:30,21.33,6.70E+12,25,Suburban,,,,,,,
1932,South Brenda,2/19/2018 18:08,45.55,1.09E+12,1,Suburban,,,,,,,
1933,Williamsonville,1/14/2018 7:33,40.72,7.26E+12,2,Suburban,,,,,,,
1934,Colemanland,2/26/2018 17:44,32.7,7.02E+12,23,Suburban,,,,,,,
1935,New Olivia,3/19/2018 0:04,33.43,2.16E+12,20,Suburban,,,,,,,
1936,Lake Robertside,3/12/2018 6:05,31.23,3.35E+12,4,Suburban,,,,,,,
1937,Rodriguezview,5/1/2018 9:45,26.92,1.69E+12,20,Suburban,,,,,,,
1938,Brandonfort,3/26/2018 19:35,19.22,8.66E+12,10,Suburban,,,,,,,
1939,Victoriaport,2/24/2018 7:58,45.66,3.82E+12,16,Suburban,,,,,,,
1940,North Richardhaven,1/20/2018 5:13,20.89,6.07E+12,1,Suburban,,,,,,,
1941,Colemanland,4/29/2018 7:09,34.77,3.00E+11,23,Suburban,,,,,,,
1942,Williamsonville,4/4/2018 3:48,18.77,7.55E+12,2,Suburban,,,,,,,
1943,Barronchester,3/6/2018 6:36,46.07,4.55E+12,11,Suburban,,,,,,,
1944,Lewisland,2/27/2018 18:56,36.26,6.39E+12,4,Suburban,,,,,,,
1945,New Raymond,3/7/2018 17:57,26.55,6.93E+12,17,Suburban,,,,,,,
1946,South Brenda,1/1/2018 12:32,25.56,2.61E+12,1,Suburban,,,,,,,
1947,South Brenda,3/21/2018 22:45,49.59,3.89E+12,1,Suburban,,,,,,,
1948,North Timothy,4/14/2018 18:06,41.17,2.44E+12,7,Suburban,,,,,,,
1949,East Marymouth,5/6/2018 22:39,34.12,9.22E+12,5,Suburban,,,,,,,
1950,Barronchester,3/26/2018 18:27,30.32,1.78E+12,11,Suburban,,,,,,,
1951,Mezachester,2/16/2018 17:34,29.25,9.84E+12,14,Suburban,,,,,,,
1952,East Kentstad,4/19/2018 14:47,44.82,7.50E+11,20,Suburban,,,,,,,
1953,East Marymouth,1/11/2018 2:12,12.21,56113993388,5,Suburban,,,,,,,
1954,East Marymouth,2/4/2018 19:03,31.44,9.31E+12,5,Suburban,,,,,,,
1955,New Olivia,2/3/2018 8:51,42.89,7.78E+12,20,Suburban,,,,,,,
1956,North Jeffrey,4/9/2018 20:40,21.2,8.49E+12,11,Suburban,,,,,,,
1957,North Richardhaven,1/19/2018 3:13,41.94,4.58E+12,1,Suburban,,,,,,,
1958,Lake Scott,5/5/2018 5:58,18.48,7.99E+12,23,Suburban,,,,,,,
1959,West Kimmouth,5/1/2018 9:07,23.69,1.25E+12,4,Suburban,,,,,,,
1960,Lewisland,2/21/2018 23:06,23.3,7.50E+12,4,Suburban,,,,,,,
1961,Mezachester,1/13/2018 15:21,23.83,5.27E+12,14,Suburban,,,,,,,
1962,Williamsonville,5/7/2018 19:45,26.11,2.82E+12,2,Suburban,,,,,,,
1963,East Marymouth,4/4/2018 10:59,23.38,8.03E+12,5,Suburban,,,,,,,
1964,Veronicaberg,5/7/2018 13:31,42.48,3.34E+12,20,Suburban,,,,,,,
1965,Lewisland,3/28/2018 1:32,43.77,7.96E+12,4,Suburban,,,,,,,
1966,Lewisland,2/6/2018 20:33,33.22,5.53E+12,4,Suburban,,,,,,,
1967,Josephside,2/24/2018 3:58,40.92,1.75E+11,25,Suburban,,,,,,,
1968,Bethanyland,3/17/2018 20:29,44.81,4.17E+12,22,Suburban,,,,,,,
1969,North Richardhaven,2/7/2018 0:21,12.58,1.43E+12,1,Suburban,,,,,,,
1970,West Kimmouth,3/9/2018 2:23,35.3,5.04E+12,4,Suburban,,,,,,,
1971,Lake Robertside,3/14/2018 19:44,35.79,8.74E+12,4,Suburban,,,,,,,
1972,New Shannonberg,2/18/2018 11:25,21.66,8.77E+12,20,Suburban,,,,,,,
1973,North Jeffrey,1/14/2018 8:29,25.02,4.72E+12,11,Suburban,,,,,,,
1974,Nicolechester,1/8/2018 19:26,26.16,8.90E+11,19,Suburban,,,,,,,
1975,Williamsonville,3/6/2018 3:55,25.69,8.76E+11,2,Suburban,,,,,,,
1976,Colemanland,4/23/2018 17:09,16.1,3.63E+12,23,Suburban,,,,,,,
1977,West Hannah,4/2/2018 16:29,33.41,3.06E+11,12,Suburban,,,,,,,
1978,South Brenda,1/16/2018 13:20,47.66,4.36E+12,1,Suburban,,,,,,,
1979,Grayville,3/5/2018 12:31,14.15,3.50E+12,2,Suburban,,,,,,,
1980,Port Shane,1/28/2018 15:34,45.7,5.72E+12,7,Suburban,,,,,,,
1981,Veronicaberg,2/9/2018 6:55,26.39,1.33E+12,20,Suburban,,,,,,,
1982,North Jeffrey,2/18/2018 20:41,35.03,4.48E+12,11,Suburban,,,,,,,
1983,Nicolechester,2/10/2018 16:40,37.22,3.46E+12,19,Suburban,,,,,,,
1984,Grayville,3/20/2018 5:36,35.34,3.55E+12,2,Suburban,,,,,,,
1985,West Kimmouth,3/29/2018 4:50,34.84,1.77E+12,4,Suburban,,,,,,,
1986,New Raymond,4/8/2018 14:44,46.37,2.49E+11,17,Suburban,,,,,,,
1987,West Kimmouth,1/9/2018 19:41,19.77,6.84E+11,4,Suburban,,,,,,,
1988,Brandonfort,1/10/2018 11:10,40.2,9.84E+12,10,Suburban,,,,,,,
1989,Victoriaport,1/26/2018 8:07,23.94,4.20E+12,16,Suburban,,,,,,,
1990,Port Shane,4/6/2018 11:22,43.21,1.91E+12,7,Suburban,,,,,,,
1991,Brandonfort,3/13/2018 23:19,21.62,9.84E+12,10,Suburban,,,,,,,
1992,North Jeffrey,1/10/2018 19:17,33.85,8.09E+12,11,Suburban,,,,,,,
1993,New Shannonberg,4/20/2018 10:09,46.8,5.92E+11,20,Suburban,,,,,,,
1994,Barronchester,3/20/2018 18:52,35.09,4.84E+12,11,Suburban,,,,,,,
1995,Josephside,4/26/2018 2:02,27.2,3.03E+12,25,Suburban,,,,,,,
1996,Rodriguezview,5/5/2018 20:48,25.19,5.11E+12,20,Suburban,,,,,,,
1997,South Teresa,3/26/2018 8:11,37.29,8.50E+11,21,Suburban,,,,,,,
1998,Port Shane,1/15/2018 18:16,33.95,5.36E+12,7,Suburban,,,,,,,
1999,New Shannonberg,5/2/2018 11:40,13.08,5.65E+12,20,Suburban,,,,,,,
2000,Rodriguezview,4/24/2018 8:08,18.22,6.27E+12,20,Suburban,,,,,,,
2001,Lake Ann,2/16/2018 7:08,39.8,1.71E+12,3,Suburban,,,,,,,
2002,Myersshire,4/15/2018 0:07,32.13,6.92E+12,19,Suburban,,,,,,,
2003,Colemanland,4/22/2018 7:16,31.43,8.43E+12,23,Suburban,,,,,,,
2004,Veronicaberg,1/11/2018 16:25,31.26,8.82E+12,20,Suburban,,,,,,,
2005,Lewishaven,1/20/2018 12:47,35,5.77E+12,23,Suburban,,,,,,,
2006,South Brenda,3/4/2018 1:04,16.6,2.24E+12,1,Suburban,,,,,,,
2007,East Marymouth,1/23/2018 6:04,24.91,6.00E+12,5,Suburban,,,,,,,
2008,Rodriguezview,4/28/2018 0:56,26.61,4.84E+12,20,Suburban,,,,,,,
2009,Grayville,1/7/2018 20:09,34.62,8.24E+12,2,Suburban,,,,,,,
2010,Nicolechester,3/8/2018 15:28,31.71,5.16E+12,19,Suburban,,,,,,,
2011,Lake Scott,5/2/2018 19:14,35.54,8.22E+12,23,Suburban,,,,,,,
2012,Rodriguezview,1/12/2018 2:10,26.41,8.99E+11,20,Suburban,,,,,,,
2013,South Teresa,3/1/2018 13:10,34.24,2.69E+12,21,Suburban,,,,,,,
2014,Lake Scott,1/24/2018 8:27,23.8,8.23E+12,23,Suburban,,,,,,,
2015,South Brenda,1/28/2018 11:55,30.98,6.00E+12,1,Suburban,,,,,,,
2016,South Brenda,1/5/2018 14:49,47.38,2.89E+12,1,Suburban,,,,,,,
2017,Josephside,2/3/2018 14:48,43.39,7.79E+12,25,Suburban,,,,,,,
2018,Myersshire,4/20/2018 4:56,37.15,4.25E+12,19,Suburban,,,,,,,
2019,East Danielview,1/15/2018 3:55,21.97,2.32E+11,22,Suburban,,,,,,,
2020,North Timothy,2/16/2018 17:53,14.94,7.96E+12,7,Suburban,,,,,,,
2021,Sotoville,4/22/2018 3:14,31.24,9.47E+11,10,Suburban,,,,,,,
2022,Grayville,1/25/2018 10:17,39.35,6.11E+12,2,Suburban,,,,,,,
2023,Myersshire,4/30/2018 10:54,41.25,5.29E+12,19,Suburban,,,,,,,
2024,Barronchester,1/9/2018 9:01,38.57,1.25E+12,11,Suburban,,,,,,,
2025,Mezachester,1/2/2018 16:22,47.07,8.99E+12,14,Suburban,,,,,,,
2026,East Marymouth,1/19/2018 19:28,29.94,3.89E+11,5,Suburban,,,,,,,
2027,West Kimmouth,2/10/2018 23:43,23.35,6.12E+12,4,Suburban,,,,,,,
2028,Veronicaberg,1/31/2018 2:16,23.41,4.30E+12,20,Suburban,,,,,,,
2029,Josephside,4/10/2018 10:56,32.26,5.72E+12,25,Suburban,,,,,,,
2030,Sotoville,4/27/2018 19:45,28.84,9.91E+12,10,Suburban,,,,,,,
2031,Veronicaberg,1/18/2018 18:40,44.05,1.68E+12,20,Suburban,,,,,,,
2032,Victoriaport,3/19/2018 16:48,29.54,3.05E+12,16,Suburban,,,,,,,
2033,New Raymond,1/10/2018 12:41,49.19,7.83E+12,17,Suburban,,,,,,,
2034,West Hannah,2/13/2018 9:44,42.61,8.81E+11,12,Suburban,,,,,,,
2035,East Danielview,5/2/2018 19:46,19.41,8.12E+12,22,Suburban,,,,,,,
2036,Veronicaberg,1/29/2018 3:50,48.05,5.23E+12,20,Suburban,,,,,,,
2037,Davidfurt,2/3/2018 13:58,33.84,7.16E+12,23,Suburban,,,,,,,
2038,Davidfurt,2/20/2018 1:41,46.67,2.88E+12,23,Suburban,,,,,,,
2039,South Teresa,4/25/2018 11:50,38.81,8.76E+12,21,Suburban,,,,,,,
2040,West Hannah,1/7/2018 19:37,46.64,5.79E+12,12,Suburban,,,,,,,
2041,Lake Ann,3/30/2018 17:23,23.87,5.13E+12,3,Suburban,,,,,,,
2042,Bethanyland,1/25/2018 1:04,41.85,5.33E+12,22,Suburban,,,,,,,
2043,East Danielview,2/14/2018 20:03,20.26,7.53E+12,22,Suburban,,,,,,,
2044,South Brenda,2/13/2018 15:40,31.67,7.82E+12,1,Suburban,,,,,,,
2045,Colemanland,4/16/2018 18:17,42.08,9.75E+12,23,Suburban,,,,,,,
2046,Davidfurt,4/6/2018 15:38,17.99,8.58E+12,23,Suburban,,,,,,,
2047,Bethanyland,1/28/2018 8:33,23.73,4.13E+12,22,Suburban,,,,,,,
2048,Sotoville,1/21/2018 10:21,34.06,5.70E+11,10,Suburban,,,,,,,
2049,East Aaronbury,1/10/2018 8:33,23.02,9.27E+12,7,Suburban,,,,,,,
2050,Colemanland,1/11/2018 0:28,49.28,4.06E+12,23,Suburban,,,,,,,
2051,Lewishaven,4/27/2018 7:18,18.56,4.92E+12,23,Suburban,,,,,,,
2052,Lake Omar,1/17/2018 18:29,28.54,8.21E+12,22,Suburban,,,,,,,
2053,New Shannonberg,2/12/2018 20:27,15.31,9.48E+12,20,Suburban,,,,,,,
2054,North Jeffrey,2/16/2018 19:18,26.66,7.47E+12,11,Suburban,,,,,,,
2055,South Brenda,2/14/2018 7:07,16.86,5.98E+12,1,Suburban,,,,,,,
2056,North Richardhaven,2/7/2018 13:18,27.02,6.41E+11,1,Suburban,,,,,,,
2057,South Brenda,4/10/2018 20:04,35.83,4.34E+12,1,Suburban,,,,,,,
2058,Grayville,1/20/2018 19:11,24.53,6.95E+12,2,Suburban,,,,,,,
2059,Victoriaport,1/15/2018 19:03,14.87,8.30E+12,16,Suburban,,,,,,,
2060,South Teresa,4/27/2018 14:37,45.77,4.66E+12,21,Suburban,,,,,,,
2061,East Marymouth,4/23/2018 14:20,33.66,8.24E+12,5,Suburban,,,,,,,
2062,Lake Omar,3/3/2018 13:17,33.97,1.57E+12,22,Suburban,,,,,,,
2063,Lake Scott,2/18/2018 11:38,47.37,2.73E+12,23,Suburban,,,,,,,
2064,Port Shane,2/16/2018 17:52,22.81,8.25E+12,7,Suburban,,,,,,,
2065,Davidfurt,4/27/2018 23:52,45.98,5.46E+12,23,Suburban,,,,,,,
2066,Lake Ann,1/10/2018 4:20,18.22,2.90E+12,3,Suburban,,,,,,,
2067,New Raymond,1/31/2018 19:56,12.87,2.30E+12,17,Suburban,,,,,,,
2068,West Hannah,3/9/2018 11:22,21.44,8.33E+12,12,Suburban,,,,,,,
2069,Port Shane,3/23/2018 9:36,18.58,3.26E+12,7,Suburban,,,,,,,
2070,Barronchester,2/4/2018 14:59,45.75,7.22E+12,11,Suburban,,,,,,,
2071,Davidfurt,2/12/2018 10:07,49.55,3.64E+12,23,Suburban,,,,,,,
2072,Grayville,5/1/2018 14:27,26.26,6.82E+12,2,Suburban,,,,,,,
2073,Lake Robertside,2/24/2018 6:25,41.57,9.70E+12,4,Suburban,,,,,,,
2074,North Richardhaven,1/16/2018 13:38,21.06,1.76E+12,1,Suburban,,,,,,,
2075,Lewisland,3/1/2018 4:34,43.77,5.01E+12,4,Suburban,,,,,,,
2076,Mezachester,2/13/2018 9:16,38.55,8.13E+12,14,Suburban,,,,,,,
2077,Sotoville,1/2/2018 0:13,44.71,9.90E+12,10,Suburban,,,,,,,
2078,Mezachester,4/19/2018 9:25,17.51,1.73E+12,14,Suburban,,,,,,,
2079,South Teresa,4/15/2018 8:06,23.06,6.62E+12,21,Suburban,,,,,,,
2080,Davidfurt,2/18/2018 7:04,17.06,2.08E+12,23,Suburban,,,,,,,
2081,Lewisland,2/18/2018 12:17,23.87,4.51E+12,4,Suburban,,,,,,,
2082,East Aaronbury,4/4/2018 6:02,16.9,7.22E+12,7,Suburban,,,,,,,
2083,Mezachester,2/17/2018 13:16,34.17,1.42E+12,14,Suburban,,,,,,,
2084,North Timothy,2/24/2018 13:40,12.86,3.76E+12,7,Suburban,,,,,,,
2085,Veronicaberg,4/23/2018 20:34,47.51,9.51E+12,20,Suburban,,,,,,,
2086,Lake Scott,3/16/2018 18:07,20.1,5.41E+12,23,Suburban,,,,,,,
2087,New Raymond,3/19/2018 17:37,28.19,3.98E+12,17,Suburban,,,,,,,
2088,Josephside,2/10/2018 7:56,35.39,8.54E+12,25,Suburban,,,,,,,
2089,East Kentstad,3/18/2018 11:45,33.83,6.27E+11,20,Suburban,,,,,,,
2090,Williamsonville,4/25/2018 17:18,32.93,5.56E+11,2,Suburban,,,,,,,
2091,East Kentstad,4/12/2018 15:21,17.26,8.44E+12,20,Suburban,,,,,,,
2092,New Olivia,3/22/2018 5:00,24.8,4.47E+12,20,Suburban,,,,,,,
2093,Lake Ann,2/8/2018 10:30,40.27,3.08E+12,3,Suburban,,,,,,,
2094,Lake Omar,3/29/2018 20:14,14.77,6.60E+12,22,Suburban,,,,,,,
2095,Lake Omar,1/17/2018 4:55,35.94,8.68E+12,22,Suburban,,,,,,,
2096,Josephside,2/28/2018 11:07,41.18,2.44E+12,25,Suburban,,,,,,,
2097,East Kentstad,3/4/2018 21:52,20.83,2.47E+12,20,Suburban,,,,,,,
2098,Williamsonville,3/22/2018 3:05,38.41,1.34E+12,2,Suburban,,,,,,,
2099,Bethanyland,4/30/2018 19:49,27.99,9.68E+12,22,Suburban,,,,,,,
2100,North Timothy,4/18/2018 0:06,26.98,3.68E+12,7,Suburban,,,,,,,
2101,Lake Ann,3/13/2018 5:28,45.43,3.36E+11,3,Suburban,,,,,,,
2102,Mezachester,4/14/2018 2:15,15.17,8.12E+12,14,Suburban,,,,,,,
2103,New Shannonberg,4/17/2018 20:06,39.47,6.60E+12,20,Suburban,,,,,,,
2104,West Kimmouth,3/24/2018 21:04,49.96,5.95E+12,4,Suburban,,,,,,,
2105,New Raymond,2/1/2018 4:56,35.6,2.25E+11,17,Suburban,,,,,,,
2106,East Danielview,5/4/2018 2:14,40.02,3.64E+12,22,Suburban,,,,,,,
2107,Brandonfort,4/19/2018 5:52,44.24,1.40E+12,10,Suburban,,,,,,,
2108,New Olivia,4/10/2018 23:05,48.31,4.54E+12,20,Suburban,,,,,,,
2109,Myersshire,2/15/2018 13:31,40.6,5.02E+12,19,Suburban,,,,,,,
2110,Davidfurt,2/1/2018 4:21,20.44,1.86E+11,23,Suburban,,,,,,,
2111,Port Shane,2/16/2018 3:35,29.99,3.15E+12,7,Suburban,,,,,,,
2112,South Brenda,3/8/2018 11:06,41.85,6.40E+12,1,Suburban,,,,,,,
2113,New Shannonberg,2/26/2018 18:56,24.28,5.56E+11,20,Suburban,,,,,,,
2114,Lake Scott,2/2/2018 5:37,26.45,1.38E+12,23,Suburban,,,,,,,
2115,Rodriguezview,2/19/2018 8:21,42.1,4.26E+12,20,Suburban,,,,,,,
2116,Lake Robertside,3/30/2018 0:54,16.53,30234681362,4,Suburban,,,,,,,
2117,Veronicaberg,3/28/2018 11:03,26.01,5.59E+12,20,Suburban,,,,,,,
2118,Colemanland,2/16/2018 3:51,15.04,4.03E+12,23,Suburban,,,,,,,
2119,Myersshire,4/24/2018 8:51,26.84,3.89E+11,19,Suburban,,,,,,,
2120,New Olivia,5/7/2018 2:49,15.41,4.68E+12,20,Suburban,,,,,,,
2121,Nicolechester,3/8/2018 16:35,26.12,1.53E+12,19,Suburban,,,,,,,
2122,South Brenda,4/26/2018 23:15,33.74,1.47E+12,1,Suburban,,,,,,,
2123,South Teresa,2/23/2018 16:30,26.28,7.87E+12,21,Suburban,,,,,,,
2124,North Timothy,2/19/2018 14:30,22.97,8.12E+12,7,Suburban,,,,,,,
2125,Davidfurt,2/3/2018 3:14,40.18,8.12E+12,23,Suburban,,,,,,,
2126,East Danielview,4/16/2018 21:06,42.94,7.30E+12,22,Suburban,,,,,,,
2127,Brandonfort,3/16/2018 20:49,19.23,4.36E+12,10,Suburban,,,,,,,
2128,Lake Robertside,1/23/2018 0:46,14.29,2.34E+12,4,Suburban,,,,,,,
2129,South Brenda,4/27/2018 7:34,30.28,7.03E+12,1,Suburban,,,,,,,
2130,South Teresa,1/20/2018 8:25,30.37,9.59E+12,21,Suburban,,,,,,,
2131,East Danielview,3/4/2018 4:10,17.89,7.64E+12,22,Suburban,,,,,,,
2132,New Shannonberg,5/2/2018 21:53,28.99,3.41E+12,20,Suburban,,,,,,,
2133,Barronchester,4/28/2018 11:49,39.19,9.92E+12,11,Suburban,,,,,,,
2134,Barronchester,3/19/2018 19:18,46.42,2.89E+12,11,Suburban,,,,,,,
2135,West Hannah,2/22/2018 23:29,23.36,8.18E+12,12,Suburban,,,,,,,
2136,Nicolechester,4/28/2018 17:38,34.87,5.10E+12,19,Suburban,,,,,,,
2137,Lake Robertside,2/10/2018 15:11,20.98,7.33E+12,4,Suburban,,,,,,,
2138,Colemanland,2/10/2018 3:12,35.76,8.31E+12,23,Suburban,,,,,,,
2139,Bethanyland,4/17/2018 22:37,28.68,3.15E+12,22,Suburban,,,,,,,
2140,East Marymouth,4/9/2018 1:04,29.03,8.44E+12,5,Suburban,,,,,,,
2141,Rodriguezview,4/22/2018 20:56,44.68,1.14E+12,20,Suburban,,,,,,,
2142,Colemanland,2/19/2018 2:23,23.45,1.22E+12,23,Suburban,,,,,,,
2143,Lake Omar,4/13/2018 23:28,25.61,3.67E+12,22,Suburban,,,,,,,
2144,Davidfurt,4/18/2018 15:43,47.3,8.29E+12,23,Suburban,,,,,,,
2145,Davidfurt,4/3/2018 17:52,21.29,3.93E+12,23,Suburban,,,,,,,
2146,New Raymond,3/28/2018 14:25,14.75,7.75E+11,17,Suburban,,,,,,,
2147,Lake Scott,2/2/2018 14:18,17.55,3.95E+12,23,Suburban,,,,,,,
2148,Lake Scott,2/22/2018 6:26,37.51,2.59E+12,23,Suburban,,,,,,,
2149,West Kimmouth,2/2/2018 19:04,36.71,6.55E+12,4,Suburban,,,,,,,
2150,Davidfurt,5/7/2018 14:38,13.05,1.13E+11,23,Suburban,,,,,,,
2151,Port Shane,3/27/2018 11:55,28.8,4.40E+12,7,Suburban,,,,,,,
2152,Lake Ann,5/2/2018 6:15,47.44,9.07E+12,3,Suburban,,,,,,,
2153,North Timothy,4/24/2018 12:24,37.71,4.50E+12,7,Suburban,,,,,,,
2154,East Marymouth,2/24/2018 18:02,27.38,5.22E+12,5,Suburban,,,,,,,
2155,Lake Robertside,1/25/2018 21:44,48.81,6.51E+12,4,Suburban,,,,,,,
2156,Josephside,2/25/2018 10:17,35.8,2.85E+12,25,Suburban,,,,,,,
2157,Lake Robertside,1/13/2018 4:32,44.66,1.76E+12,4,Suburban,,,,,,,
2158,East Marymouth,3/22/2018 21:54,14.13,6.50E+12,5,Suburban,,,,,,,
2159,South Teresa,1/13/2018 15:30,20.93,6.77E+12,21,Suburban,,,,,,,
2160,Lake Robertside,4/27/2018 6:20,28.29,9.60E+12,4,Suburban,,,,,,,
2161,Lake Robertside,4/7/2018 6:35,46.5,5.13E+12,4,Suburban,,,,,,,
2162,Lake Omar,1/3/2018 1:16,14.61,7.12E+12,22,Suburban,,,,,,,
2163,Bethanyland,3/23/2018 21:53,40.07,6.36E+11,22,Suburban,,,,,,,
2164,West Kimmouth,4/29/2018 2:04,31.59,8.39E+12,4,Suburban,,,,,,,
2165,Lewisland,2/11/2018 9:00,30.56,5.33E+12,4,Suburban,,,,,,,
2166,Barronchester,4/2/2018 19:38,28.55,9.11E+12,11,Suburban,,,,,,,
2167,Mezachester,5/7/2018 15:34,44.87,6.59E+12,14,Suburban,,,,,,,
2168,Rodriguezview,4/7/2018 3:41,13.71,4.67E+12,20,Suburban,,,,,,,
2169,Lewishaven,4/12/2018 15:01,49.15,6.41E+12,23,Suburban,,,,,,,
2170,South Brenda,2/18/2018 6:29,41.32,9.77E+12,1,Suburban,,,,,,,
2171,Lake Omar,4/15/2018 16:39,45.64,3.82E+12,22,Suburban,,,,,,,
2172,Lewisland,1/30/2018 14:09,46.7,9.37E+12,4,Suburban,,,,,,,
2173,Nicolechester,1/22/2018 14:48,32.03,8.09E+12,19,Suburban,,,,,,,
2174,Lake Scott,1/11/2018 0:04,23.44,8.56E+12,23,Suburban,,,,,,,
2175,Davidfurt,2/5/2018 18:23,27.55,6.57E+12,23,Suburban,,,,,,,
2176,Port Shane,4/18/2018 0:52,12.05,1.55E+12,7,Suburban,,,,,,,
2177,Bethanyland,3/14/2018 9:47,44.31,5.79E+11,22,Suburban,,,,,,,
2178,South Teresa,3/8/2018 5:29,42.68,6.55E+12,21,Suburban,,,,,,,
2179,Josephside,4/12/2018 14:30,37.37,2.63E+12,25,Suburban,,,,,,,
2180,Myersshire,4/17/2018 23:24,20.51,4.67E+12,19,Suburban,,,,,,,
2181,Victoriaport,2/6/2018 16:28,45.86,6.84E+12,16,Suburban,,,,,,,
2182,Brandonfort,1/30/2018 1:51,17.5,6.48E+12,10,Suburban,,,,,,,
2183,Bethanyland,3/15/2018 13:10,39.66,9.77E+12,22,Suburban,,,,,,,
2184,East Marymouth,3/5/2018 19:06,25.44,7.45E+12,5,Suburban,,,,,,,
2185,North Jeffrey,3/19/2018 6:00,31.16,2.46E+12,11,Suburban,,,,,,,
2186,Victoriaport,1/29/2018 4:04,35.5,2.19E+12,16,Suburban,,,,,,,
2187,Mezachester,1/15/2018 4:53,16.6,3.36E+12,14,Suburban,,,,,,,
2188,Rodriguezview,2/14/2018 1:59,30.39,9.18E+12,20,Suburban,,,,,,,
2189,West Hannah,2/23/2018 11:22,23.5,7.80E+12,12,Suburban,,,,,,,
2190,Port Shane,3/17/2018 0:39,47.75,1.42E+12,7,Suburban,,,,,,,
2191,Colemanland,1/22/2018 10:21,46.43,3.16E+12,23,Suburban,,,,,,,
2192,Nicolechester,3/28/2018 4:12,26.22,1.23E+11,19,Suburban,,,,,,,
2193,Josephside,1/2/2018 7:26,33.57,8.53E+12,25,Suburban,,,,,,,
2194,Lewisland,1/23/2018 18:17,26.69,4.36E+12,4,Suburban,,,,,,,
